// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

3231,V_ALPHOCCIO,V Alphoccio,Alphoccio Basil,342,2040000,1,60000,30000,1,3749,4722,120,100,120,150,70,200,150,90,10,12,1,7,84,0x6203695,129,76,384,288,0,14594,3690,7186,3210,31271,2780,5102,2244,22004,3522,2759,3180,29121,1869,14063,236,5236,3572,12950,4407,20923,3992,7389,851,18867,3120
3232,V_TRENTINI,V Trentini,Trentini,292,2040000,1,60000,30000,3,2464,6996,100,100,110,150,70,200,150,80,10,12,1,7,84,0x6203695,1,76,384,288,0,12886,3051,692,1978,7601,1912,12448,3611,19583,1886,5749,1827,5569,2739,5686,783,7449,3824,28602,2982,4792,4579,4355,3970,12635,3974
3233,V_G_RANDEL,V G Randel,Paladin Randel,226,3000000,1,0,0,1,7227,7914,600,400,400,160,400,100,380,140,10,12,1,7,86,0x6203695,1,76,864,288,0,7101,960,4837,3391,4658,3366,31570,2560,6774,2537,1177,1150,16131,2573,7735,1438,4272,1642,7240,1972,13444,1278,7295,2620,28411,2516
3234,V_G_FLAMEL,V G Flamel,Creator Flamel,129,2400000,1,0,0,1,2500,10840,260,200,280,160,140,300,400,100,10,12,1,7,83,0x6203695,129,76,864,288,0,1902,4731,24106,2636,29126,3310,7722,1505,6672,2633,4479,4091,31499,1693,5153,3943,1737,3527,5678,2105,28316,911,31036,2393,1311,3635
3235,V_G_CELIA,V G Celia,Sorcerer Celia,296,4050000,1,0,0,1,357,13643,220,800,280,200,120,300,240,100,10,12,1,7,88,0x6203695,129,576,384,288,0,20068,2733,5573,1574,7309,1451,20013,3460,23126,3204,702,406,13146,3372,4646,1113,1914,4291,10033,516,15117,203,12545,4565,1713,443
3236,V_G_CHEN,V G Chen,Sura Chen,104,3150000,1,0,0,1,1641,363,360,200,300,160,180,260,400,120,10,12,1,6,81,0x6203695,129,76,384,288,0,16692,1177,24224,3208,928,4374,1479,1667,1968,4673,12860,2195,2602,3285,4701,4862,7825,4414,4500,4717,2314,1865,12150,4427,5162,973
3237,V_G_GERTIE,V G Gertie,Stalker Gertie,18,2400000,1,0,0,1,67,3335,320,200,360,260,120,100,420,100,10,12,1,6,85,0x6203695,129,76,864,288,0,4526,313,5893,1238,6778,1797,7271,1623,18889,220,4946,4075,16976,1414,31564,1605,27026,1612,5414,4241,14141,1512,24255,2858,16309,3156
3238,V_G_ALPHOCCIO,V G Alphoccio,Minstrel Alphoccio,319,3600000,1,0,0,1,2927,16614,240,200,240,300,140,400,300,180,10,12,1,7,84,0x6203695,1,76,864,288,0,13523,4313,4287,3523,20346,2789,16186,2341,12746,3483,28454,2477,16752,301,7864,4456,939,1380,12237,4059,17256,684,17099,1344,16713,2336
3239,V_G_TRENTINI,V G Trentini,Gypsy Trentini,149,1800000,1,0,0,3,3157,20609,200,200,220,300,140,400,300,160,10,12,1,7,84,0x6203695,1,76,864,288,0,547,2841,31290,1286,5808,597,14753,4830,24237,940,19531,564,6152,3840,2471,2304,5549,1002,9054,1782,17117,4445,20401,528,1354,3039
3240,V_B_RANDEL,Royal Guard Randel,Royal Guard Randel,256,18000000,1,3000000,3000000,1,10108,3816,600,400,400,160,400,100,380,140,10,12,1,7,86,0x6283695,129,76,864,288,0,6513,1338,5798,600,13695,4183,31447,4428,14085,2718,749,3274,4534,621,12762,2389,4050,2515,31402,2115,27121,2889,1489,2804,18536,844
3241,V_B_FLAMEL,Genetic Flamel,Genetic Flamel,46,14400000,1,3000000,3000000,1,13543,15324,260,200,280,160,140,300,400,100,10,12,1,7,83,0x6283695,1,76,864,288,0,14069,838,1988,1027,16335,864,4177,4279,20834,3443,19625,4460,13311,835,13746,1231,4448,955,22210,2085,7036,2792,13505,559,1260,1681
3242,V_B_CELIA,Sorcerer Celia,Sorcerer Celia,308,16200000,1,3000000,3000000,1,338,9125,220,800,280,200,120,300,240,100,10,12,1,7,88,0x6283695,1,576,864,288,0,6481,1603,20038,2282,7807,2546,13828,4081,6397,162,1564,3035,16720,2966,595,2279,5308,4723,15039,2793,31230,305,27087,4352,31187,1262
3243,V_B_CHEN,Sura Chen,Sura Chen,200,12600000,1,3000000,3000000,1,7913,7441,360,200,300,160,180,260,400,120,10,12,1,7,81,0x6283695,129,76,768,288,0,6317,1007,5167,4249,2110,4199,15057,3264,4127,4794,7269,4542,7562,2687,7254,3240,19567,897,16585,497,2698,3036,1068,3172,6425,2907
3244,V_B_GERTIE,Shadow Chaser Gertie,Shadow Chaser Gertie,209,14400000,1,3000000,3000000,1,27089,3253,320,200,360,260,120,100,420,100,10,12,1,7,85,0x6283695,129,76,864,288,0,6080,1319,19145,4860,4689,2241,675,831,28457,2275,14624,3063,31321,1780,4744,414,1749,3545,12205,4184,4309,945,19081,1944,5178,599
3245,V_B_ALPHOCCIO,Minstrel Alphoccio,Minstrel Alphoccio,318,10800000,1,3000000,3000000,1,14687,6111,240,200,240,300,140,400,300,180,10,12,1,7,84,0x6283695,129,76,864,288,0,1550,1942,4892,3797,22813,3617,12794,3734,20169,3251,20782,3915,14578,4597,25277,4862,31137,4274,13799,4565,7387,961,6452,3860,5423,470
3246,V_B_TRENTINI,Wanderer Trentini,Wanderer Trentini,191,10800000,1,3000000,3000000,2,9843,23708,200,200,220,300,140,400,300,160,10,12,1,7,84,0x6283695,129,76,864,288,0,12114,2360,4218,1244,2260,3445,14068,1271,14028,3519,4248,4771,2639,607,19958,3939,1057,1507,17520,921,12873,4031,12946,4171,7547,276
3247,CENERE_G,Cenere G,Green Cenere,164,140088,1,7635,7698,1,1953,65,91,81,70,48,40,37,100,45,10,12,0,0,24,0x0000085,1,1500,720,360,0,6710,3485,14267,1045,2220,4769,687,4371,11008,2294,13094,1105,7794,113,6109,4765,14805,2591,746,3680,2272,4530,28101,3926,24404,4981
3248,REPAIR_ROBOT_T,Repair Robot T,Repair Robot Turbo,37,186320,1,13208,14489,1,2958,392,118,59,101,42,55,35,110,45,10,12,0,0,40,0x000008B,129,1500,500,660,0,18603,2337,7431,122,11042,2365,4422,4925,2242,2521,1822,2532,20066,3549,16584,4098,14306,3380,31190,2766,7927,3680,18755,4648,7483,2893
3249,EXPLORATION_ROVER_T,Exploration Rover T,Explorer Robot Turbo,177,318117,1,19826,41023,1,3983,575,121,67,118,80,45,121,138,65,10,12,2,0,80,0x0000085,1,1552,1152,336,0,15377,4788,4565,4086,2204,3965,5376,2996,12943,2678,13736,2738,24343,271,14270,1714,4567,2998,13403,4547,17522,2434,6954,415,2819,3683
3250,SCR_MT_ROBOTS,Scr Mt Robots,Can Robot,30,30,1,61,58,1,188,1,100,99,35,42,20,12,68,3,10,12,0,0,20,0x0070085,129,2400,500,400,0,5055,1157,1430,3406,13822,1562,24187,473,14007,4041,31254,1885,4723,1041,13301,4640,15389,2707,14142,1674,2393,1704,6416,1680,4166,4620
3251,GC109,Machine Component,Machine Component,147,217650,1,6598,5931,1,3187,1409,121,71,60,132,45,35,155,15,10,12,0,0,47,0x0000085,1,1000,500,600,0,6309,2775,18918,4284,4087,3195,1069,571,1427,242,6740,3432,6671,2124,16638,3709,10005,1416,22046,1174,1425,891,22519,4224,18595,645
3252,DR815,Machine Component,Machine Component,167,245670,1,7255,7011,1,3154,28,143,45,88,98,88,21,116,22,10,12,1,0,27,0x0000085,1,1500,600,500,0,24182,491,2924,1155,12074,1656,15040,1421,5425,477,11713,2725,24412,2834,7258,3374,28483,2060,16013,3316,6091,1911,12273,2228,22079,3365
3253,SYS_MSG,Sys Msg,System message,126,100,1,0,0,1,1,1,276,99,0,0,0,188,0,0,10,12,0,0,20,0xC170081,1,3000,600,550,0,16385,3615,7227,3789,19500,4719,2789,3546,16542,2116,925,2982,5735,4374,25677,1333,13901,933,11528,1461,4539,789,19539,3164,14039,4606
3254,T_W_O,T_W_O,T_W_O,4,48000000,1,0,0,1,6269,56,158,134,90,141,7,87,267,70,10,12,2,6,67,0x6280085,129,1250,500,350,0,2541,346,13656,3619,5372,2149,24409,3131,7576,142,5509,1051,12215,3630,7479,3271,29120,1193,31439,2813,31377,4994,12013,4475,906,2865
3255,GHOUL_H,Ghoul H,Smelly Ghoul,117,178652,1,10233,10598,1,1368,118,99,55,98,55,61,22,133,2,10,12,0,3,24,0x0000085,1,0,500,660,0,6581,2800,12356,4330,9047,1136,16763,2091,20351,2670,31186,4575,13665,3581,2699,1839,13530,4073,5482,2922,6817,4150,13457,884,2800,3599
3256,ZOMBIE_H,Zombie H,Smelly Zombie,166,134615,1,6859,6903,1,1798,507,91,42,76,53,54,21,125,3,10,12,0,0,60,0x0000085,1,0,960,480,0,7848,1147,4843,2255,4638,2288,2482,820,20341,4448,5675,786,6238,242,13548,2952,5349,1860,18864,1529,22556,3873,13231,2166,2112,1912
//3257,MALE_PORING
//3258,FEMALE_PORING
//3259,FANTASTIC_B_UNICORN
//3260,LITTLE_BLUE_UNICORN
//3261,BLUE_UNICORN
//3262,MH_PORING
//3263,MH_POPORING
//3264,MH_DROPS
//3265,MH_GOLDPORING
//3266,MH_MARIN
//3267,MH_COELACANTH_N_A1
//3268,MH_COELACANTH_N_A2
//3269,MH_COELACANTH_N_A3
//3270,MH_COELACANTH_N_A4
//3271,MH_E_MEGALODON1
//3272,MH_SASQUATCH
//3273,MH_BAKONAWA_1
//3274,MH_BACSOJIN
//3275,MH_HUNTER_FLY1
//3276,MH_DIMIK
//3277,MH_DIMIK_2
//3278,MH_DIMIK_4
//3279,MH_DIMIK_2
//3280,MH_DIMIK_3
//3281,MH_COELACANTH_H_A1
//3282,MH_COELACANTH_H_A2
//3283,MH_COELACANTH_H_A3
//3284,MH_COELACANTH_H_A4
//3285,MH_E_MEGALODON2
//3286,MH_GLOOMUNDERNIGHT
//3287,MH_ATROCE
//3288,MH_LADY_TANEE
//3289,MH_HUNTER_FLY2
//3290,E_THIEF_CHOCO
//3291,E_TREASURE_BOX
//3292,GOLD_ANOPHELES
//3293,DAEBAK_GOURD
//3294,HEYDRICH
//3295,G_MOBSTER
//3296,HIDDEN_TEST
//3297,PAD_LEVIATHAN
//3298,PAD_FAFNIR
//3299,PAD_IFRIT
//3300,PAD_HORAI
//3301,PAD_SHANGRILA
//3302,PAD_NIRAIKANAI
//3303,PAD_HELHEIM
//3304,PAD_MUSPELHEIM
//3305,PAD_ZAEROG
//3306,PAD_TAMADORA
//3307,PAD_TAMADORABABY
//3308,ROC_EMPELIUM
//3309,ROC_OBJ_A
//3310,ROC_OBJ_B
//3311,ROC_OBJ_N
//3312,ROC_TOWER_A
//3313,ROC_TOWER_B
//3314,SMOKIE_THIEF
//3315,PAD_KINGGOLD
//3316,PAD_KINGMETAL
//3317,PAD_RUBYLIT
//3318,PAD_SAPPHILIT
//3319,PAD_EMELIT
//3320,PAD_TOPALIT
//3321,PAD_AMELIT
//3322,PAD_METAL_DRAGON
//3323,PAD_M_FLAME_KNIGHT
//3324,PAD_M_ICE_KNIGHT
//3325,PAD_M_STONE_KNIGHT
//3326,PAD_M_LIGHT_KNIGHT
//3327,PAD_M_DARK_KNIGHT
//3328,PAD_C_D_DRAGON
//3329,PAD_ECHIDNA
//3330,PAD_SIREN
//3331,PAD_LILITH
//3332,PAD_HERA
//3333,PAD_RUBYLIT_H
//3334,PAD_SAPPHILIT_H
//3335,PAD_EMELIT_H
//3336,PAD_TOPALIT_H
//3337,PAD_AMELIT_H
//3338,PAD_METAL_DRAGON_H
//3339,PAD_M_FLAME_KNIGHT_H
//3340,PAD_M_ICE_KNIGHT_H
//3341,PAD_M_STONE_KNIGHT_H
//3342,PAD_M_LIGHT_KNIGHT_H
//3343,PAD_M_DARK_KNIGHT_H
//3344,PAD_C_D_DRAGON_H
//3345,PAD_ECHIDNA_H
//3346,PAD_SIREN_H
//3347,PAD_LILITH_H
//3348,PAD_HERA_H
//3349,PAD_MYTHLIT
//3350,PAD_TYRRA
//3351,PAD_TYRANNOS
//3352,PAD_PLESSIE
//3353,PAD_PLESIOS
//3354,PAD_BRACHY
//3355,PAD_BRACHYS
//3356,E_DENIRO
//3357,E_VITATA
//3358,E_ANDRE
//3359,E_HORN_SCARABA
//3360,E_HORN_SCARABA2
//3361,E_RAKE_SCARABA
//3362,C_HORN_SCARABA
//3363,C_HORN_SCARABA2
//3364,C_ANTLER_SCARABA
//3365,C_RAKE_SCARABA
//3366,MH_I_HORN_SCARABA
//3367,MH_I_HORN_SCARABA2
//3368,MH_I_ANTLER_SCARABA
//3369,MH_I_RAKE_SCARABA
//3370,MH_QUEEN_SCARABA
//3371,MH_COELACANTH_Y_A1
//3372,MH_COELACANTH_Y_A2
//3373,MH_COELACANTH_Y_A3
//3374,MH_COELACANTH_Y_A4
//3375,MH_E_MEGALODON3
//3376,MH_NAGHT_SIEGER
//3377,MH_IFRIT
//3378,MH_PHYLLA
//3379,MH_BOMBPORING
//3380,ANGLERFISH
//3381,DARK_SOUL
//3382,WANDERING_SOUL
//3383,ANGRY_PENGUIN
//3384,MIN_PORING
//3385,MIN_LUNATIC
//3386,MIN_FABRE
//3387,MIN_PICKY
//3388,MIN_CONDOR
//3389,MIN_WILOW
//3390,MIN_SPORE
//3391,MIN_POPORING
//3392,MIN_SMOKIE
//3393,MIN_DOKEBI
//3394,MIN_BIGFOOT
//3395,MIN_WORM_TAIL
//3396,MIN_WOLF
//3397,MIN_SNAKE
//3398,MIN_ANACONDAQ
//3399,MIN_MARIN
//3400,MIN_MUKA
//3401,MIN_PECOPECO
//3402,MIN_DENIRO
//3403,MIN_PIERE
//3404,MIN_ANDRE
//3405,MIN_GOLEM
//3406,MIN_SCORPION
//3407,MIN_CHONCHON
//3408,MIN_METALLER
//3409,MIN_SAND_MAN
//3410,MIN_RAGGLER
//3411,MIN_DRAGON_TAIL
//3412,MIN_GREEN_IGUANA
//3413,MIN_SEE_OTTER
//3414,MIN_GALAPAGO
//3415,MIN_FUR_SEAL
//3416,MIN_ALLIGATOR
//3417,MIN_MEGALODON
//3418,MIN_TRI_JOINT
//3419,MIN_MEGALITH
//3420,MIN_DRYAD
//3421,MIN_TOAD
//3422,MIN_VAGABOND_WOLF
//3423,MIN_VOCAL
//3424,MIN_ECLIPSE
//3425,MIN_CHIMERA
//3426,MIN_EDDGA
//3427,MIN_OSIRIS
//3428,MIN_PHREEONI
//3429,MIN_ORK_HERO
//3430,MIN_TAO_GUNKA
//3431,MIN_G_RODA_FROG
//3432,MIN_G_WOLF
//3433,MIN_G_ROCKER
//3434,MIN_G_LUNATIC
//3435,MIN_G_GARGOYLE
//3436,MIN_G_BIGFOOT
//3437,MIN_G_ANCIENT_MUMMY
//3438,MIN_G_SAND_MAN
//3439,MIN_G_HIGH_ORC
//3440,MIN_G_MEGALITH
//3441,B_DRACULA
3442,FROZENWOLF,Frozenwolf,Frozen Wolf,42,80000,1,5000,5000,1,483,1608,50,50,100,80,100,100,100,50,10,12,1,2,21,0x3885,129,1120,420,432,0,5094,149,9025,2967,1258,3479,31283,157,670,3722,31387,2835,22702,1872,29000,1887,594,3604,12468,1118,2739,219,1413,2376,2695,4148
3443,TAFFY,Taffy,Taffy,257,100000,1,6000,6000,1,2110,974,125,47,100,80,100,100,100,50,10,12,1,2,22,0x91,129,1604,1344,2016,0,5456,2516,12552,3966,24384,4775,13569,3626,14187,4576,11589,290,14003,108,31370,3107,22554,2769,6127,4908,23192,4226,18595,4221,7058,1753
3444,WATCHER,Watcher,Watcher,137,120000,1,7000,7000,4,392,731,125,47,100,80,100,100,80,50,10,12,0,0,24,0x3885,1,576,1344,480,0,14436,2752,13021,818,20097,4521,4188,2731,20403,1329,1455,621,14001,2872,4168,3132,5508,1553,29079,3520,4198,665,5566,1440,17113,1490
3445,P_ARCHER_SKELETON,P Archer Skeleton,Enchanted Archer Skelet,182,10000,0,0,0,24,71,100,20,0,20,60,30,60,150,30,10,12,1,1,69,0x3885,1,1152,864,576,0,17097,3952,20209,2601,2874,3018,6474,2818,5733,2662,5685,4953,6502,2252,6162,4867,16422,3380,5781,4804,7942,716,12999,3625,1936,1424
3446,P_SKELETON,P Skeleton,Enchanted Skeleton,187,10000,0,0,0,1,319,320,20,20,80,60,30,120,90,30,10,12,1,1,69,0x3885,1,1440,528,576,0,5737,661,24003,3451,11598,4551,20181,779,5025,1743,22540,2582,2533,3619,28418,4273,5145,4326,1654,2289,14307,2171,2331,521,11023,2298
3447,P_SOLDIER_SKELETON,P Soldier Skeleton,Enchanted Soldier Skele,11,20000,0,0,0,1,171,177,20,20,120,60,30,60,90,30,10,12,1,1,69,0x3885,129,1440,576,432,0,31378,3096,28010,4865,2247,2888,4216,2532,28500,2311,17513,3067,6173,2822,22519,1745,6006,125,20378,3328,1110,598,11533,2976,17692,3892
3448,P_AMDARAIS,P Amdarais,Renovated Amdarais,120,10000000,0,0,0,1,250,1185,30,30,150,50,100,50,70,50,10,12,2,1,29,0x3885,1,1152,1536,480,0,20071,4170,20932,2546,4529,1708,2768,4208,20207,921,12959,1229,7955,1648,14620,2746,4813,3596,2574,4993,12367,2207,1122,745,13850,334
3449,G_P_AMDARAIS,P Amdarais,Enhanced Amdarais,55,66666,0,0,0,1,271,1101,30,30,100,50,100,50,70,50,10,12,2,1,29,0x3885,129,1152,1536,480,0,4499,4920,23288,4393,22885,4202,7477,3624,14546,1409,28241,3665,1157,564,12327,1579,22080,1896,14552,4542,31130,4606,4262,1778,7305,2807
3450,BIJOU,Bijou,Bijou,135,10000000,0,66666,66666,4,546,1041,20,200,150,40,50,150,150,50,10,12,2,1,89,0x6203885,129,2000,1536,480,0,2023,486,14497,4341,22044,2793,28007,1975,7234,4872,20830,811,28258,2098,19777,4191,28326,3343,12195,4083,28410,1558,6465,1609,1063,140
3451,IMMOTAL_CORPS,Immotal Corps,Immotal Corps,59,198410,1,9575,7859,1,348,1530,150,83,165,75,95,75,150,50,10,12,1,6,89,0x2003885,1,1500,600,500,0,12448,2679,1554,118,12794,4784,17316,1134,7142,2435,13051,3080,14766,1208,19738,2326,4966,612,1174,423,2403,1710,19507,3975,639,4066
3452,ZOMBIE_GUARD,Zombie Guard,Zombie Guard,240,124000,1,6887,4809,1,15,18,200,35,138,75,200,43,120,20,10,12,1,1,89,0x3885,129,768,2784,480,0,24310,3638,12096,3937,1280,1694,14103,1421,7066,2238,7962,3301,16558,1537,4495,2485,15062,1231,6896,4208,13588,4614,16709,4368,19180,1137
//3453,LOST_LAMB
3454,HEART_HUNTER_N,Heart Hunter N,Suspicious Intruder,46,20714,1,1963,2001,1,161,336,49,28,36,53,32,22,98,5,10,12,1,7,47,0x3885,1,864,1268,480,0,12604,1016,7378,4596,13642,895,7881,2219,2756,3971,29126,2445,1458,4208,679,484,12681,1930,7475,2210,24172,4811,2943,3232,6865,1142
3455,GLASS_PLATE,Glass Plate,Plate,1,1,0,0,0,1,1,1,100,99,0,0,0,0,0,0,7,12,0,0,20,0x170000,1,0,0,0,0,2953,3062,7440,1934,18540,2425,5882,3211,2769,3250,12182,864,19810,3541,20106,3224,19139,4285,6788,3773,12739,4779,6483,365,5903,392
//3456,WATERMELON_34
//3457,WATERMELON_35
//3458,WATERMELON_36
//3459,WATERMELON_37
//3460,WATERMELON_38
//3461,WATERMELON_39
//3462,WATERMELON_40
//3463,WATERMELON_41
//3464,WATERMELON_42
//3465,WATERMELON_43
//3466,WATERMELON_44
//3467,WATERMELON_45
//3468,WATERMELON_46
//3469,WATERMELON_47
//3470,WATERMELON_48
//3471,WATERMELON_49
//3472,WATERMELON_50
//3473,AS_RAGGED_GOLEM
//3474,AS_BLOODY_KNIGHT
//3475,AS_WIND_GHOST
//3476,AS_ZOMBIE
//3477,AS_IMMORTAL_CORPS
//3478,AS_ZOMBIE_SLAUGHTER
//3479,AS_ZOMBIE_MASTER
//3480,AS_CURSED_SOLDIER
//3481,AS_EVIL_SHADOW1
//3482,AS_EVIL_SHADOW2
//3483,AS_EVIL_SHADOW3
//3484,AS_D_RAGGED_GOLEM
//3485,AS_D_CURSED_SOLDIER
//3486,E_WILD_RABBIT
3487,IMMORTAL_CORPS1,Butcher Soldier,Butcher Soldier,204,90000,1,0,0,1,1281,297,50,30,100,90,70,50,150,50,10,12,0,6,89,0x3885,1,500,840,300,0,13974,555,522,4661,1745,772,19631,720,4444,1794,1769,2401,4275,2673,12354,134,2751,2496,5088,1123,1703,2145,2481,2981,16410,3099
3488,IMMORTAL_CORPS2,Scythe Soldier,Scythe Soldier,69,120000,1,0,0,1,998,437,30,60,84,75,70,120,120,80,10,12,0,6,89,0x3885,1,1000,1100,480,0,15021,704,13022,480,13527,1347,22518,2427,4768,281,31516,2088,2527,682,18579,4778,4113,1371,2176,4608,5547,3988,7971,1762,17468,4960
3489,IMMORTAL_CORPS3,Bone Crash Soldier,Bone Crash Soldier,55,170000,0,0,0,3,1171,816,80,40,120,90,130,30,80,50,10,12,0,6,89,0x3885,129,1500,1500,480,0,31211,741,13684,3492,1197,2263,31315,247,22645,3628,1625,122,20188,2324,1774,1680,19989,3305,1319,3773,5906,2928,7716,2115,11575,4450
3490,IMMORTAL_CO_CMDER,Immortal Commander,Immortal Commander,68,500000,1,25000,15000,4,1620,125,200,120,170,80,100,85,160,90,10,12,1,6,89,0x2003885,129,1500,1344,480,0,12457,4908,12498,4175,13774,3707,13644,4254,17418,1866,5721,1833,12309,1461,4543,2250,2236,3029,6457,1685,624,2087,31044,2054,14250,2821
//3491,COELACANTH_TW
//3492,E_WILD_MOBSTER
//3493,SYS_MSG_J
//3494,IFN_POIRING

// Dummy (inaccurate)
3495,DR_EGGRING,Eggring,Eggring,1,50,1,50,35,1,1,1,2,4,6,1,1,0,6,5,10,12,1,3,22,0x83,129,1872,672,480,0,9093,3407,18666,605,31139,778,10023,2901,28258,1225,6779,3396,20170,4299,13836,2206,17231,4922,5120,2221,2374,1314,22751,3506,13253,4581
3496,DR_LUNATIC,Leaf Lunatic,Leaf Lunatic,2,44,1,50,35,1,1,1,16,0,10,3,3,0,8,5,10,12,0,2,60,0x81,1,1456,456,336,0,7950,3941,7758,3012,20183,1935,13218,4761,4863,2022,14614,1253,4519,1295,19917,1642,12900,1725,917,1125,2780,189,1026,4006,2266,1480
3497,DR_FABRE,Grass Fabre,Grass Fabre,7,60,1,52,38,1,2,1,24,0,12,5,5,5,12,5,10,12,0,4,22,0x2000081,1,1672,672,480,0,7108,3156,12198,3936,27307,3964,31441,3160,12860,2396,4939,1778,18677,2878,19021,2251,5021,3192,1058,4811,11577,486,5048,1912,18931,2832
3498,DR_HORNET,Wild Hornet,Wild Hornet,8,78,1,57,42,1,1,1,7,1,12,24,4,5,6,5,10,12,0,4,24,0x2001081,129,1292,792,216,0,24348,1127,21001,3121,1393,4726,16440,992,16025,1889,1042,653,1205,4170,1256,350,1018,963,22521,101,6391,3758,13830,3452,20420,4590
3499,DR_RODA_FROG,Sweet Roda Frog,Sweet Roda Frog,17,140,1,65,50,1,3,1,12,5,12,6,4,0,14,9,10,12,1,5,21,0x81,1,2016,816,288,0,12768,3921,19772,4559,19770,1109,18588,4347,6430,2827,13764,4489,4973,648,5478,1219,12292,1205,6033,3999,19958,1255,721,269,4465,1569
3500,DR_DESERT_WOLF_B,Hunter Desert Wolf,Hunter Desert Wolf,16,113,1,76,58,1,8,1,15,3,27,24,30,15,33,5,10,12,1,2,23,0x1089,1,1054,504,432,0,12435,790,15039,1882,18519,802,12741,1819,7741,1821,13251,486,22717,3315,13048,3752,2379,4657,2218,3623,6923,1654,6452,4878,1031,592
3501,DR_SPORE,Trans Spore,Trans Spore,14,280,1,74,59,1,7,1,12,10,15,5,10,0,12,0,10,12,1,3,21,0x81,1,1872,672,288,0,2182,4562,7734,2894,31223,911,1254,2556,16363,2196,12216,3684,4828,4044,6100,4564,11539,2140,20703,2860,6936,3559,22802,3802,7702,621
3502,DR_BASILISK1,Scout Basilisk,Scout Basilisk,11,243,1,95,62,1,14,1,18,10,0,8,17,0,15,0,10,12,1,2,22,0x3885,1,2612,912,288,0,20110,3625,27088,1701,5203,2702,13007,980,12949,3556,31252,3374,13180,224,2165,3489,31054,4113,4545,4285,12542,1253,6414,4154,31188,2498
3503,DR_BASILISK2,Combat Basilisk,Combat Basilisk,246,180030,1,583,656,1,2045,1,105,80,56,12,19,11,27,10,10,12,1,2,42,0x3885,129,2456,912,504,0,13948,3372,1229,4684,6873,920,5591,360,19645,2407,12937,2908,2419,2951,5302,2784,13571,2228,18701,4533,6548,3368,2873,3977,2728,1644
3504,DR_BASILISK3,Combat Basilisk,Combat Basilisk,213,216036,1,583,656,1,2390,1,126,80,56,12,19,11,27,10,10,12,1,2,42,0x3885,1,2456,912,504,0,7074,4951,7267,451,22011,4805,14529,3718,18888,3631,12401,3548,31586,4534,23048,2218,20219,4054,24336,4287,18612,2953,20838,1332,6745,4154
3505,DR_BIG_EGGRING,Big Eggring,Big Eggring,34,142480,0,0,0,1,38,1,63,4,68,12,12,12,68,57,10,12,1,3,62,0x6203695,1,1875,672,480,0,2307,4833,29096,2733,19507,2477,4895,4022,1715,548,11040,1529,20254,4408,7622,594,17098,3307,4819,4961,641,4001,22085,730,12615,1003
3506,DR_MANDRAGORA,Jungle Madragora,Jungle Madragora,158,190570,1,0,0,1,1639,1,113,62,35,21,41,12,29,60,10,12,1,3,62,0x6203695,1,1072,672,480,0,4018,2082,22884,2869,25675,3969,1084,1432,20242,1449,5746,204,29067,4959,28022,2075,2465,1482,6099,1632,1381,137,13098,385,519,3556
3507,DR_POM_SPIDER,Fruits Pom Spider,Fruits Pom Spider,254,156532,1,8010,8037,1,1173,1,240,115,156,85,178,88,139,102,10,12,1,4,62,0x2003885,129,864,1056,576,0,743,1267,5303,1968,19745,4536,19737,2314,2736,1486,4368,1890,19380,2277,14003,2799,31499,3471,31113,2167,6325,4366,7195,260,14198,2278
3508,DR_EGGRING_G,Eggring,Eggring,25,220,0,0,300,1,12,1,9,4,20,4,4,4,20,17,10,12,1,3,22,0x83,1,1875,672,480,0,13651,1305,4155,343,19156,1117,19564,1764,31549,2351,20041,2392,19047,3648,13554,497,19983,2426,2798,4898,13212,4544,9114,1101,6784,1815

//3509,MOON_RABBIT
//3510,POPE_MD_E_GUARD
//3511,POPE_MD_E_BELIEVER_1
//3512,POPE_MD_E_BELIEVER_2
//3513,POPE_MD_E_DOG
//3514,POPE_MD_E_BISHOP
//3515,POPE_MD_E_ICICLE
//3516,POPE_MD_E_LUWMIN
//3517,POPE_MD_E_TITAN
//3518,POPE_MD_H_GUARD
//3519,POPE_MD_H_BELIEVER_1
//3520,POPE_MD_H_BELIEVER_2
//3521,POPE_MD_H_DOG
//3522,POPE_MD_H_BISHOP
//3523,POPE_MD_H_ICICLE
//3524,POPE_MD_H_LUWMIN
//3525,POPE_MD_H_TITAN
//3526,POPE_MD_H_KTULLANUX
//3527,POPE_MD_MERC_NORMAL
//3528,POPE_MD_MERC_CASUAL
//3529,JP_E_MONSTER_1
//3530,JP_E_MONSTER_2
//3531,JP_E_MONSTER_3
//3532,JP_E_MONSTER_4
//3533,JP_E_MONSTER_5
//3534,JP_E_MONSTER_6
//3535,JP_E_MONSTER_7
//3536,JP_E_MONSTER_8
//3537,JP_E_MONSTER_9
//3538,JP_E_MONSTER_10
//3539,JP_E_MONSTER_11
